id,timestamp,transcribed_text,command_type,listening_ms,stt_ms,processing_ms,responding_ms,total_ms,amp_muted_at_wake,music_was_playing,config_tag,whisper_model
20260328_223159_876,2026-03-28T22:31:59.876683-04:00,Play Idols.,music,7400,4952,1280,2211,10892,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260328_230055_718,2026-03-28T23:00:55.718037-04:00,Play the Breeders Title TK,music,8593,5447,1158,2290,12043,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260328_230130_407,2026-03-28T23:01:30.407743-04:00,the breeders.,other,2509,1094,1642,2500,6652,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260328_231103_778,2026-03-28T23:11:03.778492-04:00,What time is it?,time,3755,2503,334,2441,6531,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260328_231911_350,2026-03-28T23:19:11.350176-04:00,Play title TK by the Breeders.,music,4842,2139,916,2277,8036,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260328_231922_473,2026-03-28T23:19:22.473702-04:00,Play the breeders,music,2858,906,823,2114,5796,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260328_232930_430,2026-03-28T23:29:30.430041-04:00,Play the Pixies!,music,9910,7388,1350,2130,13390,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260328_233632_637,2026-03-28T23:36:32.637953-04:00,Play the Pixies!,music,7378,5643,3895,1559,12833,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260328_234345_072,2026-03-28T23:43:45.072062-04:00,Play the Pixies.,music,6508,4475,728,4469,11706,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260328_234409_184,2026-03-28T23:44:09.184338-04:00,Play the pecsis,music,3075,1374,679,3411,7166,false,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260328_234657_564,2026-03-28T23:46:57.564822-04:00,Play the Pixies,music,3327,1426,1261,1720,6309,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_011540_514,2026-03-29T01:15:40.514890-04:00,Good night.,home,19551,6142,612,2776,22940,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_100903_075,2026-03-29T10:09:03.075649-04:00,Turn on the light.,home,7786,5739,371,1855,10012,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_103143_450,2026-03-29T10:31:43.450147-04:00,Turn on the speaker.,home,5851,3972,461,1872,8186,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_103154_919,2026-03-29T10:31:54.919716-04:00,Play the Pixies.,music,3957,943,792,1650,6399,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_103357_271,2026-03-29T10:33:57.271527-04:00,Play the Pixies!,music,4534,1840,795,1592,6922,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_103714_289,2026-03-29T10:37:14.289466-04:00,Play the Pixies!,music,6633,4204,1241,1574,9448,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_104327_033,2026-03-29T10:43:27.033250-04:00,Play the replacements.,music,4287,1983,1385,1899,7572,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_104346_399,2026-03-29T10:43:46.399477-04:00,"Stop. Come on, Beth, ready? Yep.",other,7329,933,545,5882,13757,false,true,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_104446_492,2026-03-29T10:44:46.492596-04:00,Play WSMU.,music,5158,3235,1827,4197,11183,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_104508_683,2026-03-29T10:45:08.683140-04:00,Play WFMU,radio,4159,1451,22456,2449,29065,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_105007_137,2026-03-29T10:50:07.137019-04:00,Tune in to WSFU.,other,5203,2701,,,26274,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_105104_152,2026-03-29T10:51:04.152410-04:00,Tune in to WFMU.,radio,4362,1162,3779,2151,10294,false,true,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_105147_324,2026-03-29T10:51:47.324385-04:00,We're playing KEXP.,radio,3242,963,144,2441,5828,false,true,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_105159_654,2026-03-29T10:51:59.654713-04:00,play kpxp,music,4028,852,1186,2759,7974,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_105211_054,2026-03-29T10:52:11.054081-04:00,Play KEXP,radio,3889,872,16247,2128,22264,false,true,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_105704_231,2026-03-29T10:57:04.231087-04:00,Play KCRW.,radio,8997,6431,13929,2330,25257,false,true,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_151732_274,2026-03-29T15:17:32.274143-04:00,Play WFMU,radio,8750,5543,2784,2390,13925,false,true,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_154213_531,2026-03-29T15:42:13.531452-04:00,Play WFMU,radio,8702,5890,3140,2176,14019,false,true,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_163238_425,2026-03-29T16:32:38.425816-04:00,Play light zipline,music,5138,3349,1941,2439,9519,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_163442_481,2026-03-29T16:34:42.481734-04:00,Play the breeders.,music,3490,1125,1478,1530,6499,true,false,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_163854_620,2026-03-29T16:38:54.620777-04:00,Play the Pixies.,music,3918,1420,910,1542,6371,false,true,small-mlx-4bit-silero-vad,whisper-small-mlx-4bit
20260329_164532_407,2026-03-29T16:45:32.407305-04:00,Play the Pixies!,music,5056,3267,831,1586,7473,true,false,whisperkit-small-silero-vad,whisperkit-small
20260329_164633_559,2026-03-29T16:46:33.559337-04:00,What time is it?,time,3604,2344,175,21665,25445,true,false,whisperkit-small-silero-vad,whisperkit-small
20260329_170621_679,2026-03-29T17:06:21.679679-04:00,,other,5999,,867,1750,8617,true,false,whisperkit-small-silero-vad,unknown
20260329_171155_138,2026-03-29T17:11:55.138863-04:00,,other,3946,,801,1669,6417,,false,whisperkit-small-silero-vad,unknown
20260329_171322_828,2026-03-29T17:13:22.828402-04:00,,other,3794,,206,2440,6441,true,false,whisperkit-small-silero-vad,unknown
20260329_171628_874,2026-03-29T17:16:28.874368-04:00,,other,4670,2365,33,2552,7257,,false,whisperkit-small-silero-vad,unknown
20260329_171744_706,2026-03-29T17:17:44.706312-04:00,What time is it?,time,2771,898,15,2295,5083,,false,whisperkit-small-silero-vad,whisperkit-small
20260329_171752_699,2026-03-29T17:17:52.699717-04:00,Play the Pixies.,music,3133,919,1279,1656,6069,true,false,whisperkit-small-silero-vad,whisperkit-small
20260329_171806_443,2026-03-29T17:18:06.443851-04:00,Play the replacements.,music,4227,1055,781,1761,6770,false,true,whisperkit-small-silero-vad,whisperkit-small
20260329_171821_836,2026-03-29T17:18:21.836821-04:00,Clay WFMU,radio,3851,1112,68,2365,6284,false,true,whisperkit-small-silero-vad,whisperkit-small
20260329_171830_977,2026-03-29T17:18:30.977408-04:00,Play WFMU,radio,4079,915,2219,2365,8664,true,false,whisperkit-small-silero-vad,whisperkit-small
20260329_171845_661,2026-03-29T17:18:45.661069-04:00,What's the weather today?,weather,3644,937,31,3242,6917,false,true,whisperkit-small-silero-vad,whisperkit-small
20260329_171856_123,2026-03-29T17:18:56.123626-04:00,Play KEXP.,radio,4690,1150,4112,2254,11056,true,false,whisperkit-small-silero-vad,whisperkit-small
20260329_171945_690,2026-03-29T17:19:45.690918-04:00,Turn on the light.,home,3908,1097,256,1611,5776,false,true,whisperkit-small-silero-vad,whisperkit-small
20260329_171954_595,2026-03-29T17:19:54.595348-04:00,Turn off the light.,home,3396,1138,251,1640,5287,true,false,whisperkit-small-silero-vad,whisperkit-small
20260329_172000_931,2026-03-29T17:20:00.931607-04:00,Turn off the speaker.,home,3120,1027,232,1705,5059,true,false,whisperkit-small-silero-vad,whisperkit-small
20260329_172006_987,2026-03-29T17:20:06.987904-04:00,Turn on the speaker.,home,3292,1066,235,1703,5231,true,false,whisperkit-small-silero-vad,whisperkit-small
